iter	Logloss
0	0.6761789022
1	0.660205296222	0.6470147913
3	0.635893443
4	0.6243756201
5	0.6152929718
6	0.6072441561
7	0.5999159269
8	0.5935627173
9	0.5877833788
10	0.5820828381
11	0.5776866838
12	0.572269135
13	0.5659297211
14	0.5624521134
15	0.5569935786
16	0.5528254816
17	0.5486339471
1818	0.54673359519	0.5423899883
20	0.5401639743
2121	0.5384607382222	0.5366313802323	0.533919644224	0.5318382776225	0.5301561822226	0.5280481606227	0.5258790718228	0.52343065
29	0.5222406006
30	0.520424126
31	0.5184317785
32	0.5167195267
33	0.5153637356
34	0.5137148779
35	0.5119076187
36	0.5090950781
37	0.5081852556
38	0.5067487617
39	0.5053600835
40	0.5033811248
41	0.5017235823
42	0.5006015366
43	0.4990654181
44	0.4981099775
45	0.4966476344
46	0.4945379701
47	0.493368548	048	0.4914032056
49	0.4900923627
50	0.4885729021
51	0.4871853731
52	0.4858925217
53	0.4851207309
54	0.4841343431
55	0.4826036654
56	0.4810945421
57	0.4800765209558	0.4788792933559	0.4777083419660	0.4761657752661	0.4753394107662	0.473963	0.4663	0.473064	0.64	0.47173865	0.65	0.470757981
66	0.4702427346
67	0.4692330195
68	0.4680588275
69	0.466102228
70	0.4649599338
71	0.4640300174
72	0.4630779575
73	0.4620305414
74	0.4612632403
75	0.4604788828776	0.4598486654
77	0.4590039799778	0.4576568407779	0.4569995944880	0.4563535409881	0.4557842851882	0.4550333586883	0.4532166069884	0.4513400041885	0.4507086867886	0.4502389915887	0.4490672145888	0.4480180624889	0.4476129229090	0.447139322991	0.446150102
92	0.4443065049393	0.44290629494	0.4446145588
95	0.4436392771
96	0.4432124975
97	0.442810848
98	0.4423620184
99	0.4417093609
100	0.4409386252
101	0.44062781
102	0.440067377
103	0.4383116458
104	0.4373609294
105	0.4368186717
106	0.4362085934
107	0.4356636347
108	0.434718818
109	0.4342600567
110	0.4329598358
111	0.4318083228
112	0.4315019221
113	0.4305134553
114	0.4300449381
115	0.4297237936
116	0.4293096393
117	0.4288744496
118	0.4284169252
119	0.4275162381
120	0.4269902243
121	0.4256368199
122	0.4252594087
123	0.4241262465
124	0.4237353613
125	0.4235141381
126	0.422743913
127	0.4224320706
128	0.4220177469
129	0.4217700792
130	0.4212773181
131	0.4206671918
132	0.4203487536
133	0.4198698792
134	0.4190876722
135	0.4185671099
136	0.4174818157
137	0.4171229001
138	0.4167297074
139	0.4160463173
140140	0.41610558141141	0.41564727142142	0.41444993143143	0.41366762144144	0.41340619145145	0.41302616146146	0.41244767147147	0.41209717148148	0.41153538149149	0.41109465150150	0.4103903151	151	0.4100024152	152	0.4096268153	153	0.4087392154	154	0.408248151
155	0.4079499156	156	0.4076794485
157	0.407505889
158	0.4067931696
159	0.4065258093
160	0.4057626334
161	0.4054527118
162	0.405171815
163	0.404888174
164	0.4045903293
165	0.40413972
166	0.4036874776
167	0.4034662841
168	0.4030825251
169	0.402602714
170	0.4022582051
171	0.4019520859
172	0.4011227553
173	0.4008833928
174	0.4005083878
175	0.399702464
176	0.3992923376
177	0.3987275651
178	0.3984336242
179	0.3979207005
180	0.3974906275
181	0.3972345291
182	0.3968958695
183	0.3964038626
184	0.3959407901
185	0.3955003552
186	0.3952513184
187	0.3949766812
188	0.3946503443
189	0.3944247914
190	0.3936896523
191	0.3933277951
192	0.3930078381
193	0.3927684866
194	0.3920720901
195	0.3913748457
196	0.3911033089
197	0.3905781554
198	0.3902859597
199	0.3899844873
200	0.3897126521
201	0.3895266637
202	0.3887606193
203	0.3884065945
204	0.3878662115
205	0.3876337869
206	0.3873037001
207	0.386385165
208	0.3855622991
209	0.3850697427
210	0.3848303705
211	0.3843601035
212	0.3839322376
213	0.383413299
214	0.3830216488
215	0.382732099
216	0.3825220471
217	0.3822466984
218	0.3819069236
219	0.3815440546
220	0.3813484984
221	0.38110258
222	0.3807078933
223	0.3804763248
224	0.3802760792
225	0.3800674224
226	0.3795182287
227	0.3793053542
228	0.3790319426
229	0.3787322085
230	0.3785212013
231	0.3780651531
232	0.3777586874
233	0.3775851591
234	0.377192085
235	0.3768929506
236	0.3765805923
237	0.3761796158
238	0.3758174199
239	0.3755763903
240	0.3753668416
241	0.3751971505
242	0.3744614169
243	0.3739873061
244	0.3737163161
245	0.3735283374
246	0.3733704819
247	0.3731923817
248	0.3727474628
249	0.3723373592
250	0.3721214349
251	0.371866579
252	0.3712579653
253	0.3710460466
254	0.3707143619
255	0.370209534
256	0.3699772633
257	0.3698030312
258	0.3696222539
259	0.3693354021
260	0.3689601934
261	0.3687042917
262	0.3684737407
263	0.3683090474
264	0.3680402006
265	0.3678478732
266	0.3676565983
267	0.3674824987
268	0.3672117303
269	0.3670416401
270	0.3668383564
271	0.3662057933
272	0.3659386247
273	0.3657815321
274	0.3655514737
275	0.3651346907
276	0.3648944089
277	0.3647224183
278	0.3645303743
279	0.3642837233
280	0.3637867704
281	0.3636513252
282	0.3634043146
283	0.3630437037
284	0.3626428946
285	0.3619402749
286	0.3617688345
287	0.3615301676
288	0.3613921709
289	0.361264145
290	0.3609531787
291	0.3607364053
292	0.3602902959
293	0.3600735746
294	0.3598234379
295	0.359620859
296	0.3593501344
297	0.3592191365
298	0.3588254314
299	0.3586465126
300	0.358407438
301	0.3582560664
302	0.3579852881
303	0.3575487114
304	0.3574166227
305	0.357010425
306	0.3568994121
307	0.3565963863
308	0.3563101529
309	0.3559297415
310	0.3556437574
311	0.3555366049
312	0.3551757669
313	0.3549573622
314	0.3547918919
315	0.3545246905
316	0.3543959955
317	0.3541843959
318	0.3540510227
319	0.3538023612
320	0.3536798148
321	0.3530698078
322	0.3528861096
323	0.3527456832
324	0.3523686236
325	0.3522037098
326	0.3519067147
327	0.3517700077
328	0.3514411794
329	0.3513141433
330	0.3511249444
331	0.3509874178
332	0.3508571821
333	0.350762843
334	0.3505670902
335	0.3504609593
336	0.3503127985
337	0.3501903265
338	0.3498922504
339	0.3495797938
340	0.3494154513
341	0.3490953417
342	0.3490177583
343	0.3487698642
344	0.3483877872
345	0.348237618
346	0.3480327268
347	0.3475416659
348	0.3472495821
349	0.347129401
350	0.3469710073
351	0.3466779811
352	0.3464456415
353	0.346282945
354	0.3460938424
355	0.3459349421
356	0.3457126482
357	0.3454836842
358	0.3448716936
359	0.3446061077
360	0.3444727539
361	0.3443983994
362	0.3442267927
363	0.3440349665
364	0.3436058853
365	0.3434828195
366	0.3429249664
367	0.342677066
368	0.3424835703
369	0.3423688324
370	0.3422342379
371	0.341928565
372	0.3418180691
373	0.3417089715
374	0.3415718535
375	0.3412772584
376	0.3411141869
377	0.3409709223
378	0.3407656767
379	0.3406665045
380	0.3405329076
381	0.3403862022
382	0.3401630684
383	0.3400280843
384	0.3397206955
385	0.3394063584
386	0.3392351763
387	0.3390848515
388	0.3389566024
389	0.3388555059
390	0.3386328657
391	0.3385278512
392	0.3383733485
393	0.338172073
394	0.3380562385
395	0.3379100129
396	0.3377715497
397	0.337627224
398	0.3374952412
399	0.3373509966
400	0.3372261871
401	0.3370807575
402	0.3367642285
403	0.3366409821
404	0.3365464629
405	0.3364144613
406	0.336306711
407	0.3361590704
408	0.3359909841
409	0.3357376914
410	0.3355054988
411	0.3352431088
412	0.3351152777
413	0.3349714732
414	0.3348157431
415	0.3343688108
416	0.3341576416
417	0.3340328847
418	0.3337448342
419	0.3336442277
420	0.3335427013
421	0.3334502036
422	0.3333164182
423	0.3330632729
424	0.3329509696
425	0.3326895003
426	0.3325652152
427	0.3323541471
428	0.3321658151
429	0.3320313001
430	0.3318999839
431	0.3317669638
432	0.3316988525
433	0.3314571811
434	0.3313611267
435	0.3312085555
436	0.3310252371
437	0.330914488
438	0.330779312
439	0.3306562419
440	0.3305339626
441	0.3304259847
442	0.3303172972
443	0.3301953043
444	0.3300840951
445	0.3299519282
446	0.3297978687
447	0.3295875556
448	0.3294969785
449	0.3293900188
450	0.3293211157
451	0.3289139764
452	0.3286855328
453	0.3285155156
454	0.3283578856
455	0.3282687488
456	0.32820053
457	0.3281090139
458	0.3280143466
459	0.3279267893
460	0.3278027183
461	0.3277068518
462	0.3275916117
463	0.3274615257
464	0.3273691811
465	0.3272578762
466	0.327159158
467	0.3269425558
468	0.3268621967
469	0.3266925869
470	0.3265863945
471	0.3265160163
472	0.3263246697
473	0.3262347689
474	0.3261419174
475	0.3260562314
476	0.3259504821
477	0.3258180053
478	0.3257123757
479	0.3255804165
480	0.3254855707
481	0.3253988892
482	0.3252370276
483	0.3249170721
484	0.3245592602
485	0.3244208535
486	0.3242543575
487	0.3241296495
488	0.3240536575
489	0.3239361245
490	0.3238301979
491	0.3237280865
492	0.3236566033
493	0.3235912405
494	0.3234908418
495	0.323352327
496	0.3232362512
497	0.3231382652
498	0.3229003485
499	0.322779416
500	0.3226795833
501	0.3225041917
502	0.3223565199
503	0.3220590397
504	0.3219408174
505	0.3218091899
506	0.3216809738
507	0.3215959324
508	0.3215088258
509	0.3213467777
510	0.3212639143
511	0.3211716949
512	0.321090234
513	0.3209159772
514	0.3207936489
515	0.3206766523
516	0.3205857699
517	0.3204647956
518	0.3203816895
519	0.3202081159
520	0.3201246664
521	0.3199836758
522	0.3197809395
523	0.3197082729
524	0.3196307025
525	0.3195500169
526	0.3194472047
527	0.3193371654
528	0.3192075612
529	0.3190311169
530	0.3189217435
531	0.318742243
532	0.3186407489
533	0.3184572693
534	0.3183514503
535	0.3182052815
536	0.3181192911
537	0.3179514606
538	0.3178127874
539	0.3177468363
540	0.3176561599
541	0.3174973498
542	0.3173953928
543	0.3172110818
544	0.3171383574
545	0.3169885405
546	0.3169368297
547	0.3167405516
548	0.3165973373
549	0.3164752927
550	0.3163530558
551	0.3162738141
552	0.3161856291
553	0.3161012527
554	0.3159716495
555	0.3158747398
556	0.3157800403
557	0.3156633518
558	0.3155605886
559	0.3154178786
560	0.3153256113
561	0.3152199628
562	0.3151352377
563	0.3150056227
564	0.3149048109
565	0.3148069863
566	0.3147217303
567	0.3146055641
568	0.3144925249
569	0.3144294034
570	0.3143159989
571	0.3142013386
572	0.3141098832
573	0.3140495923
574	0.3139479331
575	0.313852635
576	0.3137669672
577	0.3136959912
578	0.3135329812
579	0.3134726912
580	0.3133809228
581	0.3132891488
582	0.3131064054
583	0.3130338163
584	0.3128525096
585	0.3127662716
586	0.3126884505
587	0.3126224444
588	0.3125349972
589	0.3124542711
590	0.3123574227
591	0.3122903786
592	0.3120559035
593	0.3119159444
594	0.3118492681
595	0.3117411478
596	0.3116046967
597	0.3115438392
598	0.3114745176
599	0.3113587137
600	0.3113068776
601	0.3111916966
602	0.3110137775
603	0.3108893874
604	0.3107636653
605	0.3106116334
606	0.3105517401
607	0.3104395246
608	0.3103754724
609	0.3102543131
610	0.3101497449
611	0.3100603049
612	0.3099517927
613	0.3098694782
614	0.3097748362
615	0.3096811433
616	0.309608793
617	0.3095203873
618	0.3094522696
619	0.3093369557
620	0.3092091671
621	0.3090418132
622	0.3089525307
623	0.3088828345
624	0.3086525102
625	0.3085547978
626	0.3084114622
627	0.3083444117
628	0.308231996
629	0.3079402329
630	0.3078191482
631	0.3077284477
632	0.3076561812
633	0.3075252743
634	0.3074237393
635	0.3072904919
636	0.3071168206
637	0.3070271944
638	0.306920268
639	0.3068366776
640	0.3066980039
641	0.3066164592
642	0.3065419203
643	0.3064522427
644	0.3063646615
645	0.3062746149
646	0.3062102532
647	0.306139398
648	0.306051227
649	0.3059675652
650	0.3058802072
651	0.3057661552
652	0.3056640058
653	0.3055987992
654	0.3054763299
655	0.3053833922
656	0.3053120084
657	0.305213835
658	0.3051419119
659	0.3050528587
660	0.3049551261
661	0.3048717876
662	0.3047824369
663	0.3045856112
664	0.3044985352
665	0.3044497994
666	0.3043187428
667	0.3042102526
668	0.3041686012
669	0.3040696169
670	0.3039840543
671	0.3039081694
672	0.3038005545
673	0.3037108899
674	0.3036214021
675	0.3035346019
676	0.3033844538
677	0.3033172203
678	0.3032484994
679	0.3031900812
680	0.3031422596
681	0.303062687
682	0.3029889795
683	0.3028843926
684	0.3028028229
685	0.3027426148
686	0.3025877596
687	0.3025281718
688	0.3024523199
689	0.3023429661
690	0.3021882114
691	0.3020892796
692	0.301983923
693	0.3019238693
694	0.3018668465
695	0.3017422303
696	0.3016647003
697	0.3016107368
698	0.3015553461
699	0.3014505718
700	0.3013580016
701	0.3012709171
702	0.3011892485
703	0.3011185786
704	0.3010476965
705	0.3009737897
706	0.3008621682
707	0.3007889976
708	0.3006852659
709	0.3006366096
710	0.3005503431
711	0.3004538487
712	0.3003876871
713	0.3002714867
714	0.3002075747
715	0.3001090416
716	0.3000473276
717	0.2999970184
718	0.2999089844
719	0.2998390071
720	0.2997383881
721	0.2996579842
722	0.2995609912
723	0.2994815906
724	0.2994004309
725	0.299300427
726	0.2991553618
727	0.2990401893
728	0.2989783022
729	0.2988470105
730	0.2987813333
731	0.2986878419
732	0.2986080822
733	0.2984435411
734	0.2983598245
735	0.298239975
736	0.2981582058
737	0.2980717725
738	0.2979930923
739	0.297929058
740	0.2978376141
741	0.2977748494
742	0.2976828186
743	0.2976128014
744	0.297533372
745	0.29744676
746	0.2973769834
747	0.2973001259
748	0.2972177321
749	0.2971276057
750	0.2970717345
751	0.2969589795
752	0.2968987528
753	0.2968291046
754	0.2967803909
755	0.2966174627
756	0.2965431406
757	0.2964268082
758	0.2963370488
759	0.2962082853
760	0.296126641
761	0.2960197533
762	0.2959721805
763	0.2958968185
764	0.2958300617
765	0.2957604597
766	0.2956604427
767	0.2955828644
768	0.2954673077
769	0.2953916664
770	0.2953247418
771	0.2952563713
772	0.2951859816
773	0.2950842614
774	0.2950025421
775	0.2948868351
776	0.2948320691
777	0.2947539164
778	0.2946871892
779	0.2946194798
780	0.2945294633
781	0.2943807521
782	0.2943131007
783	0.2942268879
784	0.2940799807
785	0.2940065019
786	0.2938585268
787	0.2938217669
788	0.2937523199
789	0.2936617367
790	0.2935718041
791	0.2934685266
792	0.2934083691
793	0.2933548335
794	0.2932608155
795	0.2931966143
796	0.2931365631
797	0.2930733476
798	0.2929974609
799	0.2929404159
800	0.2928529412
801	0.2927982941
802	0.2926988236
803	0.2925984482
804	0.2925363534
805	0.2924324521
806	0.2923661668
807	0.2923060287
808	0.2922277364
809	0.2921470261
810	0.2920377663
811	0.2919654369
812	0.2919054465
813	0.2918614581
814	0.2917845587
815	0.29173027
816	0.29167579
817	0.2914103226
818	0.2913306213
819	0.2911592103
820	0.2911190942
821	0.2910568416
822	0.2909853852
823	0.2909303573
824	0.2908586953
825	0.290816092
826	0.2907262659
827	0.2906607932
828	0.290600578
829	0.2905019335
830	0.2904233707
831	0.2903202621
832	0.2902426417
833	0.2900961196
834	0.2900420892
835	0.2899509335
836	0.2898686995
837	0.2898065379
838	0.2897424345
839	0.2896802411
840	0.2895477528
841	0.2894726064
842	0.2894169278
843	0.2893582173
844	0.2892993144
845	0.2892215884
846	0.289139386
847	0.2890668091
848	0.2889945025
849	0.2889401687
850	0.2887505117
851	0.2887012387
852	0.2886148912
853	0.2885240468
854	0.2884523165
855	0.2883632548
856	0.2883044959
857	0.2881958164
858	0.2881687483
859	0.2881175257
860	0.2880395789
861	0.2879936042
862	0.2879350995
863	0.2878718008
864	0.2877999856
865	0.2877247917
866	0.2876329378
867	0.2875730435
868	0.2875036096
869	0.28738405
870	0.2873261387
871	0.2872416182
872	0.2871566897
873	0.2870945806
874	0.2870292993
875	0.2869645885
876	0.2868869745
877	0.2868038757
878	0.2867286707
879	0.286656238
880	0.2865639635
881	0.2864777529
882	0.2863970959
883	0.2863230229
884	0.2862636733
885	0.2861657218
886	0.2860855549
887	0.2860183473
888	0.2859400952
889	0.285844715
890	0.2857769437
891	0.2856846009
892	0.2855640387
893	0.2854959939
894	0.2854480652
895	0.2854103144
896	0.2853492483
897	0.2852678279
898	0.2851988474
899	0.285128197
900	0.2850471248
901	0.2849995679
902	0.2849398104
903	0.2848746858
904	0.2847965247
905	0.2847311884
906	0.2846513667
907	0.2845839813
908	0.2845239024
909	0.2844726144
910	0.2843536149
911	0.284299973
912	0.2840934239
913	0.2840217423
914	0.2839741092
915	0.2838900606
916	0.2838378678
917	0.2837769211
918	0.2837246264
919	0.2836537549
920	0.28359941
921	0.2835220685
922	0.2834686548
923	0.2833789351
924	0.2833038388
925	0.2832343847
926	0.2831849413
927	0.2831222324
928	0.2830457408
929	0.2830154702
930	0.2829577599
931	0.282918292
932	0.2828718287
933	0.2828194006
934	0.2827530862
935	0.2826766513
936	0.2826089321
937	0.2825228887
938	0.2824187024
939	0.2823807307
940	0.2822854772
941	0.2822194828
942	0.2821515068
943	0.2820976452
944	0.2820295183
945	0.2819514356
946	0.281885101
947	0.2818270265
948	0.2817757378
949	0.2816609514
950	0.281594179
951	0.2815327562
952	0.2814607014
953	0.2814048515
954	0.2813063402
955	0.2812156113
956	0.281141535
957	0.2810004058
958	0.2809550104
959	0.2808831206
960	0.2808192432
961	0.2806815249
962	0.2806281859
963	0.2806049256
964	0.2805342756
965	0.2804686809
966	0.2803855858
967	0.2802889624
968	0.2802390809
969	0.2801919399
970	0.280112194
971	0.2800494521
972	0.2798487734
973	0.2797749853
974	0.2796922896
975	0.2796305953
976	0.279557207
977	0.2795239723
978	0.2794555558
979	0.2793793622
980	0.2793039825
981	0.2792457415
982	0.2791897311
983	0.2791205138
984	0.2790385063
985	0.27897265
986	0.2789021804
987	0.2788471951
988	0.2787516473
989	0.2786882051
990	0.2786419302
991	0.2786037909
992	0.2785497035
993	0.2784632015
994	0.2783958466
995	0.2783259796
996	0.278221998	0997	0.278156999	998	0.278101177
999	0.2780171671
371
